"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
846000700,41,41204,412040007,"846-0007",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町メイプルタウン","キタタクマチメイプルタウン",,,,,,,,,
846003100,41,41204,412040008,"846-0031",0,0,"佐賀県","サガケン","多久市","タクシ","多久町","タクマチ",,,,,,,,,
846004100,41,41204,412040009,"846-0041",0,0,"佐賀県","サガケン","多久市","タクシ","西多久町","ニシタクマチ",,,,,,,,,
846001100,41,41204,412040010,"846-0011",0,0,"佐賀県","サガケン","多久市","タクシ","東多久町","ヒガシタクマチ",,,,,,,,,
846001300,41,41204,412040011,"846-0013",0,0,"佐賀県","サガケン","多久市","タクシ","東多久町古賀","ヒガシタクマチコガ",,,,,,,,,
846001400,41,41204,412040012,"846-0014",0,0,"佐賀県","サガケン","多久市","タクシ","東多久町納所","ヒガシタクマチノウソ",,,,,,,,,
846001200,41,41204,412040013,"846-0012",0,0,"佐賀県","サガケン","多久市","タクシ","東多久町別府","ヒガシタクマチベフ",,,,,,,,,
846002100,41,41204,412040014,"846-0021",0,0,"佐賀県","サガケン","多久市","タクシ","南多久町","ミナミタクマチ",,,,,,,,,
846002200,41,41204,412040015,"846-0022",0,0,"佐賀県","サガケン","多久市","タクシ","南多久町泉町","ミナミタクマチイズミマチ",,,,,,,,,
846002400,41,41204,412040016,"846-0024",0,0,"佐賀県","サガケン","多久市","タクシ","南多久町下多久","ミナミタクマチシモタク",,,,,,,,,
846002300,41,41204,412040017,"846-0023",0,0,"佐賀県","サガケン","多久市","タクシ","南多久町長尾","ミナミタクマチナガオ",,,,,,,,,
846002500,41,41204,412040018,"846-0025",0,0,"佐賀県","サガケン","多久市","タクシ","南多久町花祭","ミナミタクマチハナマツリ",,,,,,,,,
848000000,41,41205,412050000,"848-0000",0,0,"佐賀県","サガケン","伊万里市","イマリシ",,"　","（該当なし）",,,,,,,,
848004600,41,41205,412050001,"848-0046",0,0,"佐賀県","サガケン","伊万里市","イマリシ","伊万里町乙","イマリチョウオツ",,,,,,,,,
848004700,41,41205,412050002,"848-0047",0,0,"佐賀県","サガケン","伊万里市","イマリシ","伊万里町甲","イマリチョウコウ",,,,,,,,,
848002500,41,41205,412050003,"848-0025",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川内町乙","オオカワチチョウオツ",,,,,,,,,
848002400,41,41205,412050004,"848-0024",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川内町甲","オオカワチチョウコウ",,,,,,,,,
848002600,41,41205,412050005,"848-0026",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川内町丙","オオカワチチョウヘイ",,,,,,,,,
849525100,41,41205,412050006,"849-5251",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町大川野","オオカワチョウオオカワノ",,,,,,,,,
849525200,41,41205,412050007,"849-5252",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町川西","オオカワチョウカワニシ",,,,,,,,,
849525700,41,41205,412050008,"849-5257",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町川原","オオカワチョウカワバル",,,,,,,,,
849525300,41,41205,412050009,"849-5253",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町駒鳴","オオカワチョウコマナキ",,,,,,,,,
849525400,41,41205,412050010,"849-5254",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町立川","オオカワチョウタツガワ",,,,,,,,,
849525600,41,41205,412050011,"849-5256",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町東田代","オオカワチョウヒガシタシロ",,,,,,,,,
849525500,41,41205,412050012,"849-5255",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大川町山口","オオカワチョウヤマグチ",,,,,,,,,
848002200,41,41205,412050013,"848-0022",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大坪町乙","オオツボチョウオツ",,,,,,,,,
848002100,41,41205,412050014,"848-0021",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大坪町甲","オオツボチョウコウ",,,,,,,,,
848002300,41,41205,412050015,"848-0023",0,0,"佐賀県","サガケン","伊万里市","イマリシ","大坪町丙","オオツボチョウヘイ",,,,,,,,,
848004400,41,41205,412050016,"848-0044",0,0,"佐賀県","サガケン","伊万里市","イマリシ","木須町","キスチョウ",,,,,,,,,
848012400,41,41205,412050017,"848-0124",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町","クロガワチョウ",,,"名村団地","ナムラダンチ",,,,,
848012300,41,41205,412050018,"848-0123",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町大黒川","クロガワチョウオオクロガワ",,,,,,,,,
848014600,41,41205,412050019,"848-0146",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町黒塩","クロガワチョウクロシオ",,,,,,,,,
848012500,41,41205,412050020,"848-0125",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町小黒川","クロガワチョウコクロガワ",,,,,,,,,
848012100,41,41205,412050021,"848-0121",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町塩屋","クロガワチョウシオヤ",,,,,,,,,
848014100,41,41205,412050022,"848-0141",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町清水","クロガワチョウシミズ",,,,,,,,,
848014200,41,41205,412050023,"848-0142",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町立目","クロガワチョウタチメ",,,,,,,,,
848014500,41,41205,412050024,"848-0145",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町椿原","クロガワチョウツバキハラ",,,,,,,,,
848013200,41,41205,412050025,"848-0132",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町長尾","クロガワチョウナガオ",,,,,,,,,
848013100,41,41205,412050026,"848-0131",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町畑川内","クロガワチョウハタガワチ",,,,,,,,,
848013400,41,41205,412050027,"848-0134",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町花房","クロガワチョウハナブサ",,,,,,,,,
848012200,41,41205,412050028,"848-0122",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町福田","クロガワチョウフクダ",,,,,,,,,
848013300,41,41205,412050029,"848-0133",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町真手野","クロガワチョウマテノ",,,,,,,,,
848014300,41,41205,412050030,"848-0143",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町牟田","クロガワチョウムタ",,,,,,,,,
848014400,41,41205,412050031,"848-0144",0,0,"佐賀県","サガケン","伊万里市","イマリシ","黒川町横野","クロガワチョウヨコノ",,,,,,,,,
848004100,41,41205,412050032,"848-0041",0,0,"佐賀県","サガケン","伊万里市","イマリシ","新天町","シンテンチョウ",,,,,,,,,
848004300,41,41205,412050033,"848-0043",0,0,"佐賀県","サガケン","伊万里市","イマリシ","瀬戸町","セトチョウ",,,,,,,,,
848002700,41,41205,412050034,"848-0027",0,0,"佐賀県","サガケン","伊万里市","イマリシ","立花町","タチバナチョウ",,,,,,,,,
848850100,41,41205,412050034,"848-8501",1,0,"佐賀県","サガケン","伊万里市","イマリシ","立花町","タチバナチョウ",,,,,,"伊万里市役所","イマリシヤクシヨ","立花町１３５５－１",
848003500,41,41205,412050035,"848-0035",0,0,"佐賀県","サガケン","伊万里市","イマリシ","二里町大里乙","ニリチョウオオザトオツ",,,,,,,,,
848003200,41,41205,412050036,"848-0032",0,0,"佐賀県","サガケン","伊万里市","イマリシ","二里町大里甲","ニリチョウオオザトコウ",,,,,,,,,
848003300,41,41205,412050037,"848-0033",0,0,"佐賀県","サガケン","伊万里市","イマリシ","二里町中里乙","ニリチョウナカザトオツ",,,,,,,,,
848003400,41,41205,412050038,"848-0034",0,0,"佐賀県","サガケン","伊万里市","イマリシ","二里町中里甲","ニリチョウナカザトコウ",,,,,,,,,
848003100,41,41205,412050039,"848-0031",0,0,"佐賀県","サガケン","伊万里市","イマリシ","二里町八谷搦","ニリチョウハチヤガラミ",,,,,,,,,
848004200,41,41205,412050040,"848-0042",0,0,"佐賀県","サガケン","伊万里市","イマリシ","蓮池町","ハスイケチョウ",,,,,,,,,
848011300,41,41205,412050041,"848-0113",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町板木","ハタツチョウイタギ",,,,,,,,,
848011600,41,41205,412050042,"848-0116",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町井野尾","ハタツチョウイノオ",,,,,,,,,
848010300,41,41205,412050043,"848-0103",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町内野","ハタツチョウウチノ",,,,,,,,,
848011100,41,41205,412050044,"848-0111",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町木場","ハタツチョウコバ",,,,,,,,,
848010400,41,41205,412050045,"848-0104",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町煤屋","ハタツチョウススヤ",,,,,,,,,
848011200,41,41205,412050046,"848-0112",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町田代","ハタツチョウタシロ",,,,,,,,,
848010100,41,41205,412050047,"848-0101",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町辻","ハタツチョウツジ",,,,,,,,,
848011700,41,41205,412050048,"848-0117",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町筒井","ハタツチョウツツイ",,,,,,,,,
848011400,41,41205,412050049,"848-0114",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町津留主屋","ハタツチョウツルヌシヤ",,,,,,,,,
848011500,41,41205,412050050,"848-0115",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町中山","ハタツチョウナカヤマ",,,,,,,,,
848010200,41,41205,412050051,"848-0102",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町畑津","ハタツチョウハタツ",,,,,,,,,
848010500,41,41205,412050052,"848-0105",0,0,"佐賀県","サガケン","伊万里市","イマリシ","波多津町馬蛤潟","ハタツチョウマテガタ",,,,,,,,,
849428400,41,41205,412050053,"849-4284",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町浦川内","ヒガシヤマシロチョウウラガワチ",,,,,,,,,
849428100,41,41205,412050054,"849-4281",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町大久保","ヒガシヤマシロチョウオオクボ",,,,,,,,,
849428600,41,41205,412050055,"849-4286",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町川内野","ヒガシヤマシロチョウカワチノ",,,,,,,,,
849428200,41,41205,412050056,"849-4282",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町里","ヒガシヤマシロチョウサト",,,,,,,,,
849428500,41,41205,412050057,"849-4285",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町滝川内","ヒガシヤマシロチョウタキガワチ",,,,,,,,,
849427300,41,41205,412050058,"849-4273",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町天神","ヒガシヤマシロチョウテンジン",,,,,,,,,
849427100,41,41205,412050059,"849-4271",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町長浜","ヒガシヤマシロチョウナガハマ",,,,,,,,,
849427200,41,41205,412050060,"849-4272",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町日尾","ヒガシヤマシロチョウヒオ",,,,,,,,,
849428300,41,41205,412050061,"849-4283",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町東大久保","ヒガシヤマシロチョウヒガシオオクボ",,,,,,,,,
849427400,41,41205,412050062,"849-4274",0,0,"佐賀県","サガケン","伊万里市","イマリシ","東山代町脇野","ヒガシヤマシロチョウワキノ",,,,,,,,,
849526400,41,41205,412050063,"849-5264",0,0,"佐賀県","サガケン","伊万里市","イマリシ","松浦町提川","マツウラチョウサゲノカワ",,,,,,,,,
849526200,41,41205,412050064,"849-5262",0,0,"佐賀県","サガケン","伊万里市","イマリシ","松浦町中野原","マツウラチョウナカノハラ",,,,,,,,,
849526100,41,41205,412050065,"849-5261",0,0,"佐賀県","サガケン","伊万里市","イマリシ","松浦町桃川","マツウラチョウモモノカワ",,,,,,,,,
849526300,41,41205,412050066,"849-5263",0,0,"佐賀県","サガケン","伊万里市","イマリシ","松浦町山形","マツウラチョウヤマガタ",,,,,,,,,
848004500,41,41205,412050067,"848-0045",0,0,"佐賀県","サガケン","伊万里市","イマリシ","松島町","マツシマチョウ",,,,,,,,,
848000700,41,41205,412050068,"848-0007",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町井手野","ミナミハタチョウイデノ",,,,,,,,,
848001100,41,41205,412050069,"848-0011",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町大川原","ミナミハタチョウオオカワバル",,,,,,,,,
848000500,41,41205,412050070,"848-0005",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町大曲","ミナミハタチョウオオマガリ",,,,,,,,,
848001300,41,41205,412050071,"848-0013",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町笠椎","ミナミハタチョウカサジ",,,,,,,,,
848001400,41,41205,412050072,"848-0014",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町小麦原","ミナミハタチョウコムギハル",,,,,,,,,
848000100,41,41205,412050073,"848-0001",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町重橋","ミナミハタチョウジュウバシ",,,,,,,,,
848000600,41,41205,412050074,"848-0006",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町高瀬","ミナミハタチョウタカゼ",,,,,,,,,
848000200,41,41205,412050075,"848-0002",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町谷口","ミナミハタチョウタニグチ",,,,,,,,,
848000400,41,41205,412050076,"848-0004",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町水留","ミナミハタチョウツヅミ",,,,,,,,,
848001600,41,41205,412050077,"848-0016",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町原屋敷","ミナミハタチョウハラヤシキ",,,,,,,,,
848001500,41,41205,412050078,"848-0015",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町府招","ミナミハタチョウフマネキ",,,,,,,,,
848001200,41,41205,412050079,"848-0012",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町古川","ミナミハタチョウフルコ",,,,,,,,,
848000300,41,41205,412050080,"848-0003",0,0,"佐賀県","サガケン","伊万里市","イマリシ","南波多町古里","ミナミハタチョウフルサト",,,,,,,,,
849425100,41,41205,412050081,"849-4251",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町楠久","ヤマシロチョウクスク",,,,,,,,,
849425200,41,41205,412050082,"849-4252",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町楠久津","ヤマシロチョウクスクツ",,,,,,,,,
849425600,41,41205,412050083,"849-4256",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町久原","ヤマシロチョウクバラ",,,,,,,,,
849425400,41,41205,412050084,"849-4254",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町城","ヤマシロチョウジョウ",,,,,,,,,
849426100,41,41205,412050085,"849-4261",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町立岩","ヤマシロチョウタチイワ",,,,,,,,,
849426300,41,41205,412050086,"849-4263",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町西大久保","ヤマシロチョウニシオオクボ",,,,,,,,,
849426200,41,41205,412050087,"849-4262",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町西分","ヤマシロチョウニシブン",,,,,,,,,
849426400,41,41205,412050088,"849-4264",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町東分","ヤマシロチョウヒガシブン",,,,,,,,,
849425500,41,41205,412050089,"849-4255",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町福川内","ヤマシロチョウフクガワチ",,,,,,,,,
849425300,41,41205,412050090,"849-4253",0,0,"佐賀県","サガケン","伊万里市","イマリシ","山代町峰","ヤマシロチョウミネ",,,,,,,,,
848002800,41,41205,412050091,"848-0028",0,0,"佐賀県","サガケン","伊万里市","イマリシ","脇田町","ワキダチョウ",,,,,,,,,
843000000,41,41206,412060000,"843-0000",0,0,"佐賀県","サガケン","武雄市","タケオシ",,"　","（該当なし）",,,,,,,,
843000300,41,41206,412060001,"843-0003",0,0,"佐賀県","サガケン","武雄市","タケオシ","朝日町芦原","アサヒチョウアシハラ",,,,,,,,,
843000100,41,41206,412060002,"843-0001",0,0,"佐賀県","サガケン","武雄市","タケオシ","朝日町甘久","アサヒチョウアマグ",,,,,,,,,
843000200,41,41206,412060003,"843-0002",0,0,"佐賀県","サガケン","武雄市","タケオシ","朝日町中野","アサヒチョウナカノ",,,,,,,,,
843850100,41,41206,412060003,"843-8501",1,0,"佐賀県","サガケン","武雄市","タケオシ","朝日町中野","アサヒチョウナカノ",,,,,,"医療法人　雄邦会介護老人保健施設　たんぽぽ","イリヨウホウジン　ユウホウカイカイゴロウジンホケンシセツ　タンポポ","朝日町中野１１２９６－１番地",
849220300,41,41206,412060004,"849-2203",0,0,"佐賀県","サガケン","武雄市","タケオシ","北方町芦原","キタガタチョウアシハラ",,,,,,,,,
849220400,41,41206,412060005,"849-2204",0,0,"佐賀県","サガケン","武雄市","タケオシ","北方町大崎","キタガタチョウオオサキ",,,,,,,,,
849220200,41,41206,412060006,"849-2202",0,0,"佐賀県","サガケン","武雄市","タケオシ","北方町大渡","キタガタチョウオオワタリ",,,,,,,,,
849220100,41,41206,412060007,"849-2201",0,0,"佐賀県","サガケン","武雄市","タケオシ","北方町志久","キタガタチョウシク",,,,,,,,,
849234100,41,41206,412060008,"849-2341",0,0,"佐賀県","サガケン","武雄市","タケオシ","武内町梅野","タケウチチョウウメノ",,,,,,,,,
849234200,41,41206,412060009,"849-2342",0,0,"佐賀県","サガケン","武雄市","タケオシ","武内町真手野","タケウチチョウマテノ",,,,,,,,,
843002300,41,41206,412060010,"843-0023",0,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町昭和","タケオチョウショウワ",,,,,,,,,
843855500,41,41206,412060010,"843-8555",1,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町昭和","タケオチョウショウワ",,,,,,"九州電力　株式会社　武雄営業所","キユウシユウデンリヨク　カブシキガイシヤ　タケオエイギヨウシヨ","武雄町昭和７７６",
843858800,41,41206,412060010,"843-8588",1,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町昭和","タケオチョウショウワ",,,,,,"武雄社会保険事務所","タケオシヤカイホケンジムシヨ","武雄町昭和４３－６",
843863900,41,41206,412060010,"843-8639",1,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町昭和","タケオチョウショウワ",,,,,,"武雄市役所","タケオシヤクシヨ","武雄町昭和１－１",
843002200,41,41206,412060011,"843-0022",0,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町武雄","タケオチョウタケオ",,,,,,,,,
843855000,41,41206,412060011,"843-8550",1,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町武雄","タケオチョウタケオ",,,,,,"株式会社　オサダ","カブシキガイシヤ　オサダ","武雄町武雄３９５０－１",
843868600,41,41206,412060011,"843-8686",1,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町武雄","タケオチョウタケオ",,,,,,"武雄税務署","タケオゼイムシヨ","武雄町武雄５６５８－１",
843002400,41,41206,412060012,"843-0024",0,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町富岡","タケオチョウトミオカ",,,,,,,,,
843002100,41,41206,412060013,"843-0021",0,0,"佐賀県","サガケン","武雄市","タケオシ","武雄町永島","タケオチョウナガシマ",,,,,,,,,
843001100,41,41206,412060014,"843-0011",0,0,"佐賀県","サガケン","武雄市","タケオシ","橘町芦原","タチバナチョウアシハラ",,,,,,,,,
843001200,41,41206,412060015,"843-0012",0,0,"佐賀県","サガケン","武雄市","タケオシ","橘町片白","タチバナチョウカタジロ",,,,,,,,,
843001300,41,41206,412060016,"843-0013",0,0,"佐賀県","サガケン","武雄市","タケオシ","橘町大日","タチバナチョウダイニチ",,,,,,,,,
843858500,41,41206,412060016,"843-8585",1,0,"佐賀県","サガケン","武雄市","タケオシ","橘町大日","タチバナチョウダイニチ",,,,,,"株式会社　デュエル","カブシキガイシヤ　デユエル","橘町大日２１１１",
843001400,41,41206,412060017,"843-0014",0,0,"佐賀県","サガケン","武雄市","タケオシ","橘町永島","タチバナチョウナガシマ",,,,,,,,,
843023100,41,41206,412060018,"843-0231",0,0,"佐賀県","サガケン","武雄市","タケオシ","西川登町小田志","ニシカワノボリチョウコタジ",,,,,,,,,
843023200,41,41206,412060019,"843-0232",0,0,"佐賀県","サガケン","武雄市","タケオシ","西川登町神六","ニシカワノボリチョウジンロク",,,,,,,,,
843023300,41,41206,412060020,"843-0233",0,0,"佐賀県","サガケン","武雄市","タケオシ","東川登町永野","ヒガシカワノボリチョウナガノ",,,,,,,,,
843023400,41,41206,412060021,"843-0234",0,0,"佐賀県","サガケン","武雄市","タケオシ","東川登町袴野","ヒガシカワノボリチョウハカマノ",,,,,,,,,
849230100,41,41206,412060022,"849-2301",0,0,"佐賀県","サガケン","武雄市","タケオシ","山内町犬走","ヤマウチチョウイヌバシリ",,,,,,,,,
849230400,41,41206,412060023,"849-2304",0,0,"佐賀県","サガケン","武雄市","タケオシ","山内町大野","ヤマウチチョウオオノ",,,,,,,,,
849230200,41,41206,412060024,"849-2302",0,0,"佐賀県","サガケン","武雄市","タケオシ","山内町鳥海","ヤマウチチョウトノミ",,,,,,,,,
849239200,41,41206,412060024,"849-2392",1,0,"佐賀県","サガケン","武雄市","タケオシ","山内町鳥海","ヤマウチチョウトノミ",,,,,,"九州製鋼　株式会社　佐賀工場","キユウシユウセイコウ　カブシキガイシヤ　サガコウジヨウ","山内町鳥海１１１２５番地",
849239500,41,41206,412060024,"849-2395",1,0,"佐賀県","サガケン","武雄市","タケオシ","山内町鳥海","ヤマウチチョウトノミ",,,,,,"清本鉄工　株式会社　佐賀支社","キヨモトテツコウ　カブシキガイシヤ　サガシシヤ","山内町鳥海椿原１１１２５",
849230300,41,41206,412060025,"849-2303",0,0,"佐賀県","サガケン","武雄市","タケオシ","山内町三間坂","ヤマウチチョウミマサカ",,,,,,,,,
849239300,41,41206,412060025,"849-2393",1,0,"佐賀県","サガケン","武雄市","タケオシ","山内町三間坂","ヤマウチチョウミマサカ",,,,,,"武雄市役所　山内支所","タケオシヤクシヨ　ヤマウチシシヨ","山内町三間坂甲１３８００",
849230500,41,41206,412060026,"849-2305",0,0,"佐賀県","サガケン","武雄市","タケオシ","山内町宮野","ヤマウチチョウミヤノ",,,,,,,,,
843015100,41,41206,412060027,"843-0151",0,0,"佐賀県","サガケン","武雄市","タケオシ","若木町川古","ワカキチョウカワゴ",,,,,,,,,
843015200,41,41206,412060028,"843-0152",0,0,"佐賀県","サガケン","武雄市","タケオシ","若木町本部","ワカキチョウモトベ",,,,,,,,,
843015300,41,41206,412060029,"843-0153",0,0,"佐賀県","サガケン","武雄市","タケオシ","若木町桃川","ワカキチョウモモノカワ",,,,,,,,,
849130000,41,41207,412070000,"849-1300",0,0,"佐賀県","サガケン","鹿島市","カシマシ",,"　","（該当なし）",,,,,,,,
849132400,41,41207,412070001,"849-1324",0,0,"佐賀県","サガケン","鹿島市","カシマシ","飯田","イイダ",,,,,,,,,
849130200,41,41207,412070002,"849-1302",0,0,"佐賀県","サガケン","鹿島市","カシマシ","井手","イデ",,,,,,,,,
849132300,41,41207,412070003,"849-1323",0,0,"佐賀県","サガケン","鹿島市","カシマシ","音成","オトナリ",,,,,,,,,
849131300,41,41207,412070004,"849-1313",0,0,"佐賀県","サガケン","鹿島市","カシマシ","重ノ木","ジュウノキ",,,,,,,,,
849131100,41,41207,412070005,"849-1311",0,0,"佐賀県","サガケン","鹿島市","カシマシ","高津原","タカツハラ",,,,,,,,,
849139200,41,41207,412070005,"849-1392",1,0,"佐賀県","サガケン","鹿島市","カシマシ","高津原","タカツハラ",,,,,,"医療法人　祐愛会　織田病院","イリヨウホウジン　ユウアイカイ　オダビヨウイン","高津原４３０６番地",
849130100,41,41207,412070006,"849-1301",0,0,"佐賀県","サガケン","鹿島市","カシマシ","常広","ツネヒロ",,,,,,,,,
849130400,41,41207,412070007,"849-1304",0,0,"佐賀県","サガケン","鹿島市","カシマシ","中村","ナカムラ",,,,,,,,,
849131200,41,41207,412070008,"849-1312",0,0,"佐賀県","サガケン","鹿島市","カシマシ","納富分","ノウドミブン",,,,,,,,,
849139300,41,41207,412070008,"849-1393",1,0,"佐賀県","サガケン","鹿島市","カシマシ","納富分","ノウドミブン",,,,,,"祐徳薬品工業　株式会社","ユウトクヤクヒンコウギヨウ　カブシキガイシヤ","納富分２５９６番地１",
849132200,41,41207,412070009,"849-1322",0,0,"佐賀県","サガケン","鹿島市","カシマシ","浜町","ハママチ",,,,,,,,,
849132100,41,41207,412070010,"849-1321",0,0,"佐賀県","サガケン","鹿島市","カシマシ","古枝","フルエダ",,,,,,,,,
849139400,41,41207,412070010,"849-1394",1,0,"佐賀県","サガケン","鹿島市","カシマシ","古枝","フルエダ",,,,,,"祐徳稲荷神社","ユウトクイナリジンジヤ","古枝乙１８５５",
849131500,41,41207,412070011,"849-1315",0,0,"佐賀県","サガケン","鹿島市","カシマシ","三河内","ミカワチ",,,,,,,,,
849130300,41,41207,412070012,"849-1303",0,0,"佐賀県","サガケン","鹿島市","カシマシ","森","モリ",,,,,,,,,
849131400,41,41207,412070013,"849-1314",0,0,"佐賀県","サガケン","鹿島市","カシマシ","山浦","ヤマウラ",,,,,,,,,
845000000,41,41208,412080000,"845-0000",0,0,"佐賀県","サガケン","小城市","オギシ",,"　","（該当なし）",,,,,,,,
849031100,41,41208,412080001,"849-0311",0,0,"佐賀県","サガケン","小城市","オギシ","芦刈町芦溝","アシカリチョウアシミゾ",,,,,,,,,
849031200,41,41208,412080002,"849-0312",0,0,"佐賀県","サガケン","小城市","オギシ","芦刈町下古賀","アシカリチョウシモコガ",,,,,,,,,
849031600,41,41208,412080003,"849-0316",0,0,"佐賀県","サガケン","小城市","オギシ","芦刈町道免","アシカリチョウドウメ",,,,,,,,,
849031300,41,41208,412080004,"849-0313",0,0,"佐賀県","サガケン","小城市","オギシ","芦刈町永田","アシカリチョウナガタ",,,,,,,,,
849031500,41,41208,412080005,"849-0315",0,0,"佐賀県","サガケン","小城市","オギシ","芦刈町浜枝川","アシカリチョウハマエダガワ",,,,,,,,,
849031400,41,41208,412080006,"849-0314",0,0,"佐賀県","サガケン","小城市","オギシ","芦刈町三王崎","アシカリチョウミオウザキ",,,,,,,,,
849030300,41,41208,412080007,"849-0303",0,0,"佐賀県","サガケン","小城市","オギシ","牛津町牛津","ウシヅチョウウシヅ",,,,,,,,,
849030100,41,41208,412080008,"849-0301",0,0,"佐賀県","サガケン","小城市","オギシ","牛津町乙柳","ウシヅチョウオトヤナギ",,,,,,,,,
849030200,41,41208,412080009,"849-0302",0,0,"佐賀県","サガケン","小城市","オギシ","牛津町柿樋瀬","ウシヅチョウカキヒセ",,,,,,,,,
849030600,41,41208,412080010,"849-0306",0,0,"佐賀県","サガケン","小城市","オギシ","牛津町勝","ウシヅチョウカツ",,,,,,,,,
849030500,41,41208,412080011,"849-0305",0,0,"佐賀県","サガケン","小城市","オギシ","牛津町上砥川","ウシヅチョウカミトガワ",,,,,,,,,
849030400,41,41208,412080012,"849-0304",0,0,"佐賀県","サガケン","小城市","オギシ","牛津町下砥川","ウシヅチョウシモトガワ",,,,,,,,,
845000100,41,41208,412080013,"845-0001",0,0,"佐賀県","サガケン","小城市","オギシ","小城町","オギマチ",,,,,,,,,
