"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
847087500,41,41202,412020137,"847-0875",0,0,"佐賀県","サガケン","唐津市","カラツシ","西唐津","ニシカラツ",,,,,,,,,
847001400,41,41202,412020138,"847-0014",0,0,"佐賀県","サガケン","唐津市","カラツシ","西城内","ニシジョウナイ",,,,,,,,,
847851100,41,41202,412020138,"847-8511",1,0,"佐賀県","サガケン","唐津市","カラツシ","西城内","ニシジョウナイ",,,,,,"唐津市役所","カラツシヤクシヨ","西城内１－１",
847081500,41,41202,412020139,"847-0815",0,0,"佐賀県","サガケン","唐津市","カラツシ","西寺町","ニシデラマチ",,,,,,,,,
847085400,41,41202,412020141,"847-0854",0,0,"佐賀県","サガケン","唐津市","カラツシ","西旗町","ニシハタマチ",,,,,,,,,
847085500,41,41202,412020140,"847-0855",0,0,"佐賀県","サガケン","唐津市","カラツシ","西浜町","ニシハママチ",,,,,,,,,
847000300,41,41202,412020142,"847-0003",0,0,"佐賀県","サガケン","唐津市","カラツシ","橋本","ハシモト",,,,,,,,,
847010300,41,41202,412020143,"847-0103",0,0,"佐賀県","サガケン","唐津市","カラツシ","橋本町","ハシモトマチ",,,,,,,,,
847002300,41,41202,412020144,"847-0023",0,0,"佐賀県","サガケン","唐津市","カラツシ","半田","ハダ",,,,,,,,,
847083300,41,41202,412020145,"847-0833",0,0,"佐賀県","サガケン","唐津市","カラツシ","畑島","ハタシマ",,,,,,,,,
847012100,41,41202,412020146,"847-0121",0,0,"佐賀県","サガケン","唐津市","カラツシ","鳩川","ハトガワ",,,,,,,,,
849510300,41,41202,412020147,"849-5103",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町大江","ハマタママチオオエ",,,,,,,,,
849510100,41,41202,412020148,"849-5101",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町岡口","ハマタママチオカグチ",,,,,,,,,
849510200,41,41202,412020149,"849-5102",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町五反田","ハマタママチゴタンダ",,,,,,,,,
849510500,41,41202,412020150,"849-5105",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町谷口","ハマタママチタニグチ",,,,,,,,,
849511300,41,41202,412020151,"849-5113",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町鳥巣","ハマタママチトリス",,,,,,,,,
849513100,41,41202,412020152,"849-5131",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町浜崎","ハマタママチハマサキ",,,,,,,,,
849519300,41,41202,412020152,"849-5193",1,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町浜崎","ハマタママチハマサキ",,,,,,"唐津農業共同組合","カラツノウギヨウキヨウドウクミアイ","浜玉町浜崎５９８番地１",
849519200,41,41202,412020152,"849-5192",1,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町浜崎","ハマタママチハマサキ",,,,,,"唐津市役所　浜玉支所","カラツシヤクシヨ　ハマタマシシヨ","浜玉町浜崎１４４５－１",
849512300,41,41202,412020153,"849-5123",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町東山田","ハマタママチヒガシヤマダ",,,,,,,,,
849511200,41,41202,412020154,"849-5112",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町平原","ハマタママチヒラバル",,,,,,,,,
849510400,41,41202,412020155,"849-5104",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町渕上","ハマタママチフチノウエ",,,,,,,,,
849511100,41,41202,412020156,"849-5111",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町南山","ハマタママチミナミヤマ",,,,,,,,,
849519800,41,41202,412020156,"849-5198",1,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町南山","ハマタママチミナミヤマ",,,,,,"株式会社　吉森","カブシキガイシヤ　ヨシモリ","浜玉町南山２３６３",
849512400,41,41202,412020157,"849-5124",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町山瀬","ハマタママチヤマセ",,,,,,,,,
849512100,41,41202,412020158,"849-5121",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町横田上","ハマタママチヨコタカミ",,,,,,,,,
849512200,41,41202,412020159,"849-5122",0,0,"佐賀県","サガケン","唐津市","カラツシ","浜玉町横田下","ハマタママチヨコタシモ",,,,,,,,,
847003100,41,41202,412020160,"847-0031",0,0,"佐賀県","サガケン","唐津市","カラツシ","原","ハル",,,,,,,,,
847002400,41,41202,412020161,"847-0024",0,0,"佐賀県","サガケン","唐津市","カラツシ","東宇木","ヒガシウキ",,,,,,,,,
847087100,41,41202,412020162,"847-0871",0,0,"佐賀県","サガケン","唐津市","カラツシ","東大島町","ヒガシオオシママチ",,,,,,,,,
847001700,41,41202,412020163,"847-0017",0,0,"佐賀県","サガケン","唐津市","カラツシ","東唐津","ヒガシカラツ",,,,,,,,,
847001600,41,41202,412020164,"847-0016",0,0,"佐賀県","サガケン","唐津市","カラツシ","東城内","ヒガシジョウナイ",,,,,,,,,
847006300,41,41202,412020165,"847-0063",0,0,"佐賀県","サガケン","唐津市","カラツシ","東町","ヒガシマチ",,,,,,,,,
847080100,41,41202,412020166,"847-0801",0,0,"佐賀県","サガケン","唐津市","カラツシ","東山","ヒガシヤマ",,,,,,,,,
847150200,41,41202,412020167,"847-1502",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町赤坂","ヒゼンマチアカサカ",,,,,,,,,
847151700,41,41202,412020168,"847-1517",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町上ケ倉","ヒゼンマチアゲクラ",,,,,,,,,
847152200,41,41202,412020169,"847-1522",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町犬頭","ヒゼンマチイヌガシラ",,,,,,,,,
847152600,41,41202,412020170,"847-1526",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町入野","ヒゼンマチイリノ",,,,,,,,,
847151200,41,41202,412020171,"847-1512",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町梅崎","ヒゼンマチウメザキ",,,,,,,,,
847151600,41,41202,412020172,"847-1516",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町瓜ケ坂","ヒゼンマチウリガサカ",,,,,,,,,
847150600,41,41202,412020173,"847-1506",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町大浦","ヒゼンマチオオウラ",,,,,,,,,
847150100,41,41202,412020174,"847-1501",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町切木","ヒゼンマチキリゴ",,,,,,,,,
847150500,41,41202,412020175,"847-1505",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町杉野浦","ヒゼンマチスギノウラ",,,,,,,,,
847152100,41,41202,412020176,"847-1521",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町田野","ヒゼンマチタノ",,,,,,,,,
847152700,41,41202,412020177,"847-1527",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町鶴牧","ヒゼンマチツルマキ",,,,,,,,,
847151300,41,41202,412020178,"847-1513",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町寺浦","ヒゼンマチテラウラ",,,,,,,,,
847150400,41,41202,412020179,"847-1504",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町中浦","ヒゼンマチナカウラ",,,,,,,,,
847151100,41,41202,412020180,"847-1511",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町新木場","ヒゼンマチニイコバ",,,,,,,,,
847151400,41,41202,412020181,"847-1514",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町仁田野尾","ヒゼンマチニタノオ",,,,,,,,,
847152500,41,41202,412020182,"847-1525",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町納所","ヒゼンマチノウサ",,,,,,,,,
847152300,41,41202,412020183,"847-1523",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町星賀","ヒゼンマチホシカ",,,,,,,,,
847151500,41,41202,412020184,"847-1515",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町万賀里川","ヒゼンマチマガリカワ",,,,,,,,,
847150700,41,41202,412020185,"847-1507",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町満越","ヒゼンマチミツコシ",,,,,,,,,
847152400,41,41202,412020186,"847-1524",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町向島","ヒゼンマチムクシマ",,,,,,,,,
847150300,41,41202,412020187,"847-1503",0,0,"佐賀県","サガケン","唐津市","カラツシ","肥前町湯野浦","ヒゼンマチユノウラ",,,,,,,,,
847081200,41,41202,412020188,"847-0812",0,0,"佐賀県","サガケン","唐津市","カラツシ","平野町","ヒラノマチ",,,,,,,,,
847087400,41,41202,412020189,"847-0874",0,0,"佐賀県","サガケン","唐津市","カラツシ","藤崎通","フジサキドオリ",,,,,,,,,
847085100,41,41202,412020190,"847-0851",0,0,"佐賀県","サガケン","唐津市","カラツシ","富士見町","フジミマチ",,,,,,,,,
847086100,41,41202,412020191,"847-0861",0,0,"佐賀県","サガケン","唐津市","カラツシ","二タ子","フタゴ",,,,,,,,,
847006200,41,41202,412020192,"847-0062",0,0,"佐賀県","サガケン","唐津市","カラツシ","船宮町","フナミヤマチ",,,,,,,,,
847005600,41,41202,412020193,"847-0056",0,0,"佐賀県","サガケン","唐津市","カラツシ","坊主町","ボウズマチ",,,,,,,,,
847004700,41,41202,412020194,"847-0047",0,0,"佐賀県","サガケン","唐津市","カラツシ","本町","ホンマチ",,,,,,,,,
847013300,41,41202,412020195,"847-0133",0,0,"佐賀県","サガケン","唐津市","カラツシ","湊町","ミナトマチ",,,,,,,,,
847001300,41,41202,412020196,"847-0013",0,0,"佐賀県","サガケン","唐津市","カラツシ","南城内","ミナミジョウナイ",,,,,,,,,
847087600,41,41202,412020197,"847-0876",0,0,"佐賀県","サガケン","唐津市","カラツシ","南富士見町","ミナミフジミチョウ",,,,,,,,,
847086300,41,41202,412020198,"847-0863",0,0,"佐賀県","サガケン","唐津市","カラツシ","妙見町","ミョウケンマチ",,,,,,,,,
847082500,41,41202,412020199,"847-0825",0,0,"佐賀県","サガケン","唐津市","カラツシ","見借","ミルカシ",,,,,,,,,
847006400,41,41202,412020200,"847-0064",0,0,"佐賀県","サガケン","唐津市","カラツシ","元石町","モトイシマチ",,,,,,,,,
847085200,41,41202,412020201,"847-0852",0,0,"佐賀県","サガケン","唐津市","カラツシ","元旗町","モトハタマチ",,,,,,,,,
847081100,41,41202,412020202,"847-0811",0,0,"佐賀県","サガケン","唐津市","カラツシ","八百屋町","ヤオヤマチ",,,,,,,,,
847013500,41,41202,412020203,"847-0135",0,0,"佐賀県","サガケン","唐津市","カラツシ","屋形石","ヤカタイシ",,,,,,,,,
847010200,41,41202,412020204,"847-0102",0,0,"佐賀県","サガケン","唐津市","カラツシ","八幡町","ヤハタマチ",,,,,,,,,
847000400,41,41202,412020205,"847-0004",0,0,"佐賀県","サガケン","唐津市","カラツシ","養母田","ヤブタ",,,,,,,,,
847000500,41,41202,412020206,"847-0005",0,0,"佐賀県","サガケン","唐津市","カラツシ","養母田鬼塚","ヤブタオニヅカ",,,,,,,,,
847084200,41,41202,412020207,"847-0842",0,0,"佐賀県","サガケン","唐津市","カラツシ","山下町","ヤマシタマチ",,,,,,,,,
847083400,41,41202,412020208,"847-0834",0,0,"佐賀県","サガケン","唐津市","カラツシ","山田","ヤマダ",,,,,,,,,
847000200,41,41202,412020209,"847-0002",0,0,"佐賀県","サガケン","唐津市","カラツシ","山本","ヤマモト",,,,,,,,,
847003200,41,41202,412020210,"847-0032",0,0,"佐賀県","サガケン","唐津市","カラツシ","夕日","ユウヒ",,,,,,,,,
847081400,41,41202,412020211,"847-0814",0,0,"佐賀県","サガケン","唐津市","カラツシ","弓鷹町","ユミタカマチ",,,,,,,,,
847013600,41,41202,412020212,"847-0136",0,0,"佐賀県","サガケン","唐津市","カラツシ","横野","ヨコノ",,,,,,,,,
847030100,41,41202,412020213,"847-0301",0,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町大友","ヨブコチョウオオドモ",,,,,,,,,
847030600,41,41202,412020214,"847-0306",0,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町小川島","ヨブコチョウオガワシマ",,,,,,,,,
847030500,41,41202,412020215,"847-0305",0,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町加部島","ヨブコチョウカベシマ",,,,,,,,,
847030200,41,41202,412020216,"847-0302",0,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町小友","ヨブコチョウコドモ",,,,,,,,,
847030400,41,41202,412020217,"847-0304",0,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町殿ノ浦","ヨブコチョウトノノウラ",,,,,,,,,
847030300,41,41202,412020218,"847-0303",0,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町呼子","ヨブコチョウヨブコ",,,,,,,,,
847039200,41,41202,412020218,"847-0392",1,0,"佐賀県","サガケン","唐津市","カラツシ","呼子町呼子","ヨブコチョウヨブコ",,,,,,"唐津市　呼子支所","カラツシ　ヨブコシシヨ","呼子町呼子１９９５－１",
847007100,41,41202,412020219,"847-0071",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田海士町","ワタダアママチ",,,,,,,,,
847008300,41,41202,412020220,"847-0083",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田大土井","ワタダオオドイ",,,,,,,,,
847007400,41,41202,412020221,"847-0074",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田先石","ワタダサキイシ",,,,,,,,,
847008200,41,41202,412020222,"847-0082",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田天満町","ワタダテンマンチョウ",,,,,,,,,
847008400,41,41202,412020223,"847-0084",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田西山","ワタダニシヤマ",,,,,,,,,
847007300,41,41202,412020224,"847-0073",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田東百人町","ワタダヒガシヒャクニンマチ",,,,,,,,,
847007200,41,41202,412020225,"847-0072",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田百人町","ワタダヒャクニンマチ",,,,,,,,,
847008500,41,41202,412020226,"847-0085",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田本村","ワタダホンムラ",,,,,,,,,
847008100,41,41202,412020227,"847-0081",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田南先石","ワタダミナミサキイシ",,,,,,,,,
847007500,41,41202,412020228,"847-0075",0,0,"佐賀県","サガケン","唐津市","カラツシ","和多田用尺","ワタダヨウジャク",,,,,,,,,
841000000,41,41203,412030000,"841-0000",0,0,"佐賀県","サガケン","鳥栖市","トスシ",,"　","（該当なし）",,,,,,,,
841003600,41,41203,412030001,"841-0036",0,0,"佐賀県","サガケン","鳥栖市","トスシ","秋葉町","アキバマチ",,,,,,,,,
841860100,41,41203,412030001,"841-8601",1,0,"佐賀県","サガケン","鳥栖市","トスシ","秋葉町","アキバマチ",,,,,,"鳥栖税務署","トスゼイムシヨ","秋葉町３丁目１２－２",
841008200,41,41203,412030002,"841-0082",0,0,"佐賀県","サガケン","鳥栖市","トスシ","浅井町","アサイマチ",,,,,,,,,
841006800,41,41203,412030003,"841-0068",0,0,"佐賀県","サガケン","鳥栖市","トスシ","あさひ新町","アサヒシンマチ",,,,,,,,,
841004500,41,41203,412030004,"841-0045",0,0,"佐賀県","サガケン","鳥栖市","トスシ","安楽寺町","アンラクジマチ",,,,,,,,,
841002200,41,41203,412030005,"841-0022",0,0,"佐賀県","サガケン","鳥栖市","トスシ","飯田町","イイダマチ",,,,,,,,,
841004700,41,41203,412030006,"841-0047",0,0,"佐賀県","サガケン","鳥栖市","トスシ","今泉町","イマイズミマチ",,,,,,,,,
841000100,41,41203,412030007,"841-0001",0,0,"佐賀県","サガケン","鳥栖市","トスシ","今町","イママチ",,,,,,,,,
841008600,41,41203,412030008,"841-0086",0,0,"佐賀県","サガケン","鳥栖市","トスシ","牛原町","ウシワラマチ",,,,,,,,,
841007300,41,41203,412030009,"841-0073",0,0,"佐賀県","サガケン","鳥栖市","トスシ","江島町","エジママチ",,,,,,,,,
841000300,41,41203,412030010,"841-0003",0,0,"佐賀県","サガケン","鳥栖市","トスシ","加藤田町","カトウダマチ",,,,,,,,,
841008100,41,41203,412030011,"841-0081",0,0,"佐賀県","サガケン","鳥栖市","トスシ","萱方町","カヤカタマチ",,,,,,,,,
841008700,41,41203,412030012,"841-0087",0,0,"佐賀県","サガケン","鳥栖市","トスシ","河内町","カワチマチ",,,,,,,,,
841006600,41,41203,412030013,"841-0066",0,0,"佐賀県","サガケン","鳥栖市","トスシ","儀徳町","ギトクマチ",,,,,,,,,
841003400,41,41203,412030014,"841-0034",0,0,"佐賀県","サガケン","鳥栖市","トスシ","京町","キョウマチ",,,,,,,,,
841005600,41,41203,412030015,"841-0056",0,0,"佐賀県","サガケン","鳥栖市","トスシ","蔵上","クラノウエ",,,,,,,,,
841005400,41,41203,412030016,"841-0054",0,0,"佐賀県","サガケン","鳥栖市","トスシ","蔵上町","クラノウエマチ",,,,,,,,,
841000400,41,41203,412030017,"841-0004",0,0,"佐賀県","サガケン","鳥栖市","トスシ","神辺町","コウノエマチ",,,,,,,,,
841008300,41,41203,412030018,"841-0083",0,0,"佐賀県","サガケン","鳥栖市","トスシ","古賀町","コガマチ",,,,,,,,,
841006200,41,41203,412030019,"841-0062",0,0,"佐賀県","サガケン","鳥栖市","トスシ","幸津町","サイツマチ",,,,,,,,,
841004200,41,41203,412030020,"841-0042",0,0,"佐賀県","サガケン","鳥栖市","トスシ","酒井西町","サカイニシマチ",,,,,,,,,
841004100,41,41203,412030021,"841-0041",0,0,"佐賀県","サガケン","鳥栖市","トスシ","酒井東町","サカイヒガシマチ",,,,,,,,,
841008800,41,41203,412030022,"841-0088",0,0,"佐賀県","サガケン","鳥栖市","トスシ","桜ケ丘町","サクラガオカマチ",,,,,,,,,
841001400,41,41203,412030023,"841-0014",0,0,"佐賀県","サガケン","鳥栖市","トスシ","桜町","サクラマチ",,,,,,,,,
841006300,41,41203,412030024,"841-0063",0,0,"佐賀県","サガケン","鳥栖市","トスシ","下野町","シモノマチ",,,,,,,,,
841005200,41,41203,412030025,"841-0052",0,0,"佐賀県","サガケン","鳥栖市","トスシ","宿町","シュクマチ",,,,,,,,,
841851100,41,41203,412030025,"841-8511",1,0,"佐賀県","サガケン","鳥栖市","トスシ","宿町","シュクマチ",,,,,,"鳥栖市役所","トスシヤクシヨ","宿町１１１８",
841002500,41,41203,412030026,"841-0025",0,0,"佐賀県","サガケン","鳥栖市","トスシ","曽根崎町","ソネザキマチ",,,,,,,,,
841003200,41,41203,412030027,"841-0032",0,0,"佐賀県","サガケン","鳥栖市","トスシ","大正町","タイショウマチ",,,,,,,,,
841004400,41,41203,412030028,"841-0044",0,0,"佐賀県","サガケン","鳥栖市","トスシ","高田町","タカタマチ",,,,,,,,,
841001500,41,41203,412030029,"841-0015",0,0,"佐賀県","サガケン","鳥栖市","トスシ","田代上町","タシロカンマチ",,,,,,,,,
841001200,41,41203,412030030,"841-0012",0,0,"佐賀県","サガケン","鳥栖市","トスシ","田代昌町","タシロショウマチ",,,,,,,,,
841001300,41,41203,412030031,"841-0013",0,0,"佐賀県","サガケン","鳥栖市","トスシ","田代新町","タシロシンマチ",,,,,,,,,
841001700,41,41203,412030032,"841-0017",0,0,"佐賀県","サガケン","鳥栖市","トスシ","田代大官町","タシロダイカンマチ",,,,,,,,,
841868600,41,41203,412030032,"841-8686",1,0,"佐賀県","サガケン","鳥栖市","トスシ","田代大官町","タシロダイカンマチ",,,,,,"久光製薬　株式会社","ヒサミツセイヤク　カブシキガイシヤ","田代大官町４０８",
841001600,41,41203,412030033,"841-0016",0,0,"佐賀県","サガケン","鳥栖市","トスシ","田代外町","タシロホカマチ",,,,,,,,,
841001800,41,41203,412030034,"841-0018",0,0,"佐賀県","サガケン","鳥栖市","トスシ","田代本町","タシロホンマチ",,,,,,,,,
841007500,41,41203,412030035,"841-0075",0,0,"佐賀県","サガケン","鳥栖市","トスシ","立石町","タテイシマチ",,,,,,,,,
841858500,41,41203,412030035,"841-8585",1,0,"佐賀県","サガケン","鳥栖市","トスシ","立石町","タテイシマチ",,,,,,"アイリスオーヤマ　（株）　鳥栖第二工場","アイリスオ－ヤマ　（カブ）　トスダイニコウジヨウ","立石町長蓮４４１－１３",
841003900,41,41203,412030036,"841-0039",0,0,"佐賀県","サガケン","鳥栖市","トスシ","土井町","ドイマチ",,,,,,,,,
841006100,41,41203,412030037,"841-0061",0,0,"佐賀県","サガケン","鳥栖市","トスシ","轟木町","トドロキマチ",,,,,,,,,
841001100,41,41203,412030038,"841-0011",0,0,"佐賀県","サガケン","鳥栖市","トスシ","永吉町","ナガヨシマチ",,,,,,,,,
841008900,41,41203,412030039,"841-0089",0,0,"佐賀県","サガケン","鳥栖市","トスシ","虹ケ丘町","ニジガオカマチ",,,,,,,,,
841007400,41,41203,412030040,"841-0074",0,0,"佐賀県","サガケン","鳥栖市","トスシ","西新町","ニシシンマチ",,,,,,,,,
841006700,41,41203,412030041,"841-0067",0,0,"佐賀県","サガケン","鳥栖市","トスシ","西田町","ニシダマチ",,,,,,,,,
841002100,41,41203,412030042,"841-0021",0,0,"佐賀県","サガケン","鳥栖市","トスシ","幡崎町","ハタザキマチ",,,,,,,,,
841007100,41,41203,412030043,"841-0071",0,0,"佐賀県","サガケン","鳥栖市","トスシ","原古賀町","ハラコガマチ",,,,,,,,,
841002400,41,41203,412030044,"841-0024",0,0,"佐賀県","サガケン","鳥栖市","トスシ","原町","ハルマチ",,,,,,,,,
841003500,41,41203,412030045,"841-0035",0,0,"佐賀県","サガケン","鳥栖市","トスシ","東町","ヒガシマチ",,,,,,,,,
841002300,41,41203,412030046,"841-0023",0,0,"佐賀県","サガケン","鳥栖市","トスシ","姫方町","ヒメカタマチ",,,,,,,,,
841850200,41,41203,412030046,"841-8502",1,0,"佐賀県","サガケン","鳥栖市","トスシ","姫方町","ヒメカタマチ",,,,,,"トラスコ中山　株式会社　プラネット九州","トラスコナカヤマ　カブシキカイシヤ　プラネツトキユウシユウ","姫方町１６５１",
841007600,41,41203,412030047,"841-0076",0,0,"佐賀県","サガケン","鳥栖市","トスシ","平田町","ヒラタマチ",,,,,,,,,
841004800,41,41203,412030048,"841-0048",0,0,"佐賀県","サガケン","鳥栖市","トスシ","藤木町","フジノキマチ",,,,,,,,,
841850300,41,41203,412030048,"841-8503",1,0,"佐賀県","サガケン","鳥栖市","トスシ","藤木町","フジノキマチ",,,,,,"株式会社　アクティブトライ　鳥栖営業所","カブシキガイシヤ　アクテイブトライ　トスエイギヨウシヨ","藤木町３－１８",
841861100,41,41203,412030048,"841-8611",1,0,"佐賀県","サガケン","鳥栖市","トスシ","藤木町","フジノキマチ",,,,,,"株式会社　森光商店","カブシキガイシヤ　モリミツシヨウテン","藤木町若桜９－７",
841005300,41,41203,412030049,"841-0053",0,0,"佐賀県","サガケン","鳥栖市","トスシ","布津原町","フツハラマチ",,,,,,,,,
841003800,41,41203,412030050,"841-0038",0,0,"佐賀県","サガケン","鳥栖市","トスシ","古野町","フルノマチ",,,,,,,,,
841003300,41,41203,412030051,"841-0033",0,0,"佐賀県","サガケン","鳥栖市","トスシ","本通町","ホンドオリマチ",,,,,,,,,
841002600,41,41203,412030052,"841-0026",0,0,"佐賀県","サガケン","鳥栖市","トスシ","本鳥栖町","ホンドスマチ",,,,,,,,,
841003700,41,41203,412030053,"841-0037",0,0,"佐賀県","サガケン","鳥栖市","トスシ","本町","ホンマチ",,,,,,,,,
841006500,41,41203,412030054,"841-0065",0,0,"佐賀県","サガケン","鳥栖市","トスシ","前田町","マエダマチ",,,,,,,,,
841004600,41,41203,412030055,"841-0046",0,0,"佐賀県","サガケン","鳥栖市","トスシ","真木町","マキマチ",,,,,,,,,
841002700,41,41203,412030056,"841-0027",0,0,"佐賀県","サガケン","鳥栖市","トスシ","松原町","マツバラマチ",,,,,,,,,
841006400,41,41203,412030057,"841-0064",0,0,"佐賀県","サガケン","鳥栖市","トスシ","三島町","ミシママチ",,,,,,,,,
841004300,41,41203,412030058,"841-0043",0,0,"佐賀県","サガケン","鳥栖市","トスシ","水屋町","ミズヤマチ",,,,,,,,,
841007200,41,41203,412030059,"841-0072",0,0,"佐賀県","サガケン","鳥栖市","トスシ","村田町","ムラタマチ",,,,,,,,,
841850100,41,41203,412030059,"841-8501",1,0,"佐賀県","サガケン","鳥栖市","トスシ","村田町","ムラタマチ",,,,,,"パナソニックコミュニケーションズ　株式会社","パナソニツクコミユニケ－シヨンズ　カブシキガイシヤ","村田町１４７１",
841005100,41,41203,412030060,"841-0051",0,0,"佐賀県","サガケン","鳥栖市","トスシ","元町","モトマチ",,,,,,,,,
841005500,41,41203,412030061,"841-0055",0,0,"佐賀県","サガケン","鳥栖市","トスシ","養父町","ヤブマチ",,,,,,,,,
841008400,41,41203,412030062,"841-0084",0,0,"佐賀県","サガケン","鳥栖市","トスシ","山浦町","ヤマウラマチ",,,,,,,,,
841860200,41,41203,412030062,"841-8602",1,0,"佐賀県","サガケン","鳥栖市","トスシ","山浦町","ヤマウラマチ",,,,,,"株式会社　ヨコオ","カブシキガイシヤ　ヨコオ","山浦町１２３９",
841008500,41,41203,412030063,"841-0085",0,0,"佐賀県","サガケン","鳥栖市","トスシ","山都町","ヤマトマチ",,,,,,,,,
841000500,41,41203,412030064,"841-0005",0,0,"佐賀県","サガケン","鳥栖市","トスシ","弥生が丘","ヤヨイガオカ",,,,,,,,,
841850500,41,41203,412030064,"841-8505",1,0,"佐賀県","サガケン","鳥栖市","トスシ","弥生が丘","ヤヨイガオカ",,,,,,"アマゾン　鳥栖ＦＣ　入庫係","アマゾン　トスフルフイルメントセンタ－　ニユウコカカリ","弥生が丘３－１－３",
841850400,41,41203,412030064,"841-8504",1,0,"佐賀県","サガケン","鳥栖市","トスシ","弥生が丘","ヤヨイガオカ",,,,,,"鳥栖プレミアム・アウトレット","トスプレミアム・アウトレツト","弥生が丘８－１",
841003100,41,41203,412030065,"841-0031",0,0,"佐賀県","サガケン","鳥栖市","トスシ","鎗田町","ヤリタマチ",,,,,,,,,
841000200,41,41203,412030066,"841-0002",0,0,"佐賀県","サガケン","鳥栖市","トスシ","柚比町","ユビマチ",,,,,,,,,
846000000,41,41204,412040000,"846-0000",0,0,"佐賀県","サガケン","多久市","タクシ",,"　","（該当なし）",,,,,,,,
846000100,41,41204,412040001,"846-0001",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町","キタタクマチ",,,,,,,,,
846000600,41,41204,412040002,"846-0006",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町莇原","キタタクマチアザミバル",,,,,,,,,
846000200,41,41204,412040003,"846-0002",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町小侍","キタタクマチコサムライ",,,,,,,,,
846850100,41,41204,412040003,"846-8501",1,0,"佐賀県","サガケン","多久市","タクシ","北多久町小侍","キタタクマチコサムライ",,,,,,"多久市役所","タクシヤクシヨ","北多久町小侍７－１",
846000500,41,41204,412040004,"846-0005",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町砂原","キタタクマチスナハラ",,,,,,,,,
846000300,41,41204,412040005,"846-0003",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町多久原","キタタクマチタクバル",,,,,,,,,
846000400,41,41204,412040006,"846-0004",0,0,"佐賀県","サガケン","多久市","タクシ","北多久町中多久","キタタクマチナカタク",,,,,,,,,
